Origin,Dest,OriginCityName,DestCityName,OriginStateName,DestStateName,LatitudeDep,LongitudeDep,LatitudeArr,LongitudeArr
EWR,ATL,"Newark, NJ","Atlanta, GA",New Jersey,Georgia,40.6891,-74.1773,33.6374,-84.4298
JAX,EWR,"Jacksonville, FL","Newark, NJ",Florida,New Jersey,30.3322,-81.6557,40.6891,-74.1773
EWR,SNA,"Newark, NJ","Santa Ana, CA",New Jersey,California,40.6891,-74.1773,33.6742,-117.868
PIT,DEN,"Pittsburgh, PA","Denver, CO",Pennsylvania,Colorado,40.4918,-80.237,39.8607,-104.6854
LAS,ORD,"Las Vegas, NV","Chicago, IL",Nevada,Illinois,36.0861,-115.1611,41.9783,-87.9092
DCA,DEN,"Washington, DC","Denver, CO",Virginia,Colorado,38.8513,-77.0397,39.8607,-104.6854
ORD,MIA,"Chicago, IL","Miami, FL",Illinois,Florida,41.9783,-87.9092,25.795,-80.2867
IAH,TPA,"Houston, TX","Tampa, FL",Texas,Florida,29.9841,-95.333,27.9792,-82.5349
JAX,DEN,"Jacksonville, FL","Denver, CO",Florida,Colorado,30.3322,-81.6557,39.8607,-104.6854
DEN,IAD,"Denver, CO","Washington, DC",Colorado,Virginia,39.8607,-104.6854,38.9523,-77.4535
EWR,AUS,"Newark, NJ","Austin, TX",New Jersey,Texas,40.6891,-74.1773,30.1935,-97.665
SAT,ORD,"San Antonio, TX","Chicago, IL",Texas,Illinois,29.5334,-98.4692,41.9783,-87.9092
SYR,DEN,"Syracuse, NY","Denver, CO",New York,Colorado,43.1142,-76.1191,39.8607,-104.6854
EWR,STT,"Newark, NJ","Charlotte Amalie, VI",New Jersey,U.S. Virgin Islands,40.6891,-74.1773,18.3348,-64.9725
PDX,IAH,"Portland, OR","Houston, TX",Oregon,Texas,45.5871,-122.5928,29.9841,-95.333
SNA,IAH,"Santa Ana, CA","Houston, TX",California,Texas,33.6742,-117.868,29.9841,-95.333
IAD,BOS,"Washington, DC","Boston, MA",Virginia,Massachusetts,38.9523,-77.4535,42.3632,-71.0136
SFO,ABQ,"San Francisco, CA","Albuquerque, NM",California,New Mexico,37.6225,-122.384,35.0841,-106.651
SJU,IAD,"San Juan, PR","Washington, DC",Puerto Rico,Virginia,18.4432,-65.9974,38.9523,-77.4535
DEN,TPA,"Denver, CO","Tampa, FL",Colorado,Florida,39.8607,-104.6854,27.9792,-82.5349
MIA,EWR,"Miami, FL","Newark, NJ",Florida,New Jersey,25.795,-80.2867,40.6891,-74.1773
SFO,TPA,"San Francisco, CA","Tampa, FL",California,Florida,37.6225,-122.384,27.9792,-82.5349
IAD,SJU,"Washington, DC","San Juan, PR",Virginia,Puerto Rico,38.9523,-77.4535,18.4432,-65.9974
LAX,TPA,"Los Angeles, CA","Tampa, FL",California,Florida,33.9422,-118.4214,27.9792,-82.5349
SAT,EWR,"San Antonio, TX","Newark, NJ",Texas,New Jersey,29.5334,-98.4692,40.6891,-74.1773
EWR,IAD,"Newark, NJ","Washington, DC",New Jersey,Virginia,40.6891,-74.1773,38.9523,-77.4535
EWR,SFO,"Newark, NJ","San Francisco, CA",New Jersey,California,40.6891,-74.1773,37.6225,-122.384
SAV,EWR,"Savannah, GA","Newark, NJ",Georgia,New Jersey,32.1242,-81.1977,40.6891,-74.1773
MYR,EWR,"Myrtle Beach, SC","Newark, NJ",South Carolina,New Jersey,33.6806,-78.9291,40.6891,-74.1773
FLL,CLE,"Fort Lauderdale, FL","Cleveland, OH",Florida,Ohio,26.072,-80.151,39.0678,-84.1566
DEN,MSN,"Denver, CO","Madison, WI",Colorado,Wisconsin,39.8607,-104.6854,43.1421,-89.3377
IAD,SEA,"Washington, DC","Seattle, WA",Virginia,Washington,38.9523,-77.4535,47.4476,-122.308
ANC,DEN,"Anchorage, AK","Denver, CO",Alaska,Colorado,61.181,-149.9979,39.8607,-104.6854
SFO,DCA,"San Francisco, CA","Washington, DC",California,Virginia,37.6225,-122.384,38.8513,-77.0397
EWR,BOS,"Newark, NJ","Boston, MA",New Jersey,Massachusetts,40.6891,-74.1773,42.3632,-71.0136
IAD,EWR,"Washington, DC","Newark, NJ",Virginia,New Jersey,38.9523,-77.4535,40.6891,-74.1773
DTW,EWR,"Detroit, MI","Newark, NJ",Michigan,New Jersey,42.2057,-83.353,40.6891,-74.1773
JAC,ORD,"Jackson, WY","Chicago, IL",Wyoming,Illinois,43.6088,-110.738,41.9783,-87.9092
EWR,DFW,"Newark, NJ","Dallas/Fort Worth, TX",New Jersey,Texas,40.6891,-74.1773,32.8965,-97.0465
IAH,STT,"Houston, TX","Charlotte Amalie, VI",Texas,U.S. Virgin Islands,29.9841,-95.333,18.3348,-64.9725
SFO,KOA,"San Francisco, CA","Kona, HI",California,Hawaii,37.6225,-122.384,19.7439,-156.0423
DEN,BOS,"Denver, CO","Boston, MA",Colorado,Massachusetts,39.8607,-104.6854,42.3632,-71.0136
CLE,EWR,"Cleveland, OH","Newark, NJ",Ohio,New Jersey,39.0678,-84.1566,40.6891,-74.1773
DEN,BDL,"Denver, CO","Hartford, CT",Colorado,Connecticut,39.8607,-104.6854,41.9406,-72.685
SFO,DFW,"San Francisco, CA","Dallas/Fort Worth, TX",California,Texas,37.6225,-122.384,32.8965,-97.0465
ORD,RSW,"Chicago, IL","Fort Myers, FL",Illinois,Florida,41.9783,-87.9092,26.5329,-81.7588
FLL,EWR,"Fort Lauderdale, FL","Newark, NJ",Florida,New Jersey,26.072,-80.151,40.6891,-74.1773
HNL,LAX,"Honolulu, HI","Los Angeles, CA",Hawaii,California,21.3212,-157.9184,33.9422,-118.4214
DEN,BTV,"Denver, CO","Burlington, VT",Colorado,Vermont,39.8607,-104.6854,44.4729,-73.1515
ONT,IAH,"Ontario, CA","Houston, TX",California,Texas,34.0556,-117.6014,29.9841,-95.333
IAD,AUS,"Washington, DC","Austin, TX",Virginia,Texas,38.9523,-77.4535,30.1935,-97.665
IAH,JAC,"Houston, TX","Jackson, WY",Texas,Wyoming,29.9841,-95.333,43.6088,-110.738
MCO,SFO,"Orlando, FL","San Francisco, CA",Florida,California,28.4129,-81.3094,37.6225,-122.384
MIA,ORD,"Miami, FL","Chicago, IL",Florida,Illinois,25.795,-80.2867,41.9783,-87.9092
DFW,EWR,"Dallas/Fort Worth, TX","Newark, NJ",Texas,New Jersey,32.8965,-97.0465,40.6891,-74.1773
SFO,BNA,"San Francisco, CA","Nashville, TN",California,Tennessee,37.6225,-122.384,36.1196,-86.6831
IAH,SEA,"Houston, TX","Seattle, WA",Texas,Washington,29.9841,-95.333,47.4476,-122.308
DEN,CLE,"Denver, CO","Cleveland, OH",Colorado,Ohio,39.8607,-104.6854,39.0678,-84.1566
DEN,SAV,"Denver, CO","Savannah, GA",Colorado,Georgia,39.8607,-104.6854,32.1242,-81.1977
MCI,EWR,"Kansas City, MO","Newark, NJ",Missouri,New Jersey,39.3022,-94.7208,40.6891,-74.1773
OGG,SFO,"Kahului, HI","San Francisco, CA",Hawaii,California,20.8957,-156.434,37.6225,-122.384
DEN,SAT,"Denver, CO","San Antonio, TX",Colorado,Texas,39.8607,-104.6854,29.5334,-98.4692
LAX,CLE,"Los Angeles, CA","Cleveland, OH",California,Ohio,33.9422,-118.4214,39.0678,-84.1566
STT,EWR,"Charlotte Amalie, VI","Newark, NJ",U.S. Virgin Islands,New Jersey,18.3348,-64.9725,40.6891,-74.1773
RDU,SFO,"Raleigh/Durham, NC","San Francisco, CA",North Carolina,California,35.8804,-78.7872,37.6225,-122.384
DEN,DCA,"Denver, CO","Washington, DC",Colorado,Virginia,39.8607,-104.6854,38.8513,-77.0397
DEN,KOA,"Denver, CO","Kona, HI",Colorado,Hawaii,39.8607,-104.6854,19.7439,-156.0423
FLL,IAD,"Fort Lauderdale, FL","Washington, DC",Florida,Virginia,26.072,-80.151,38.9523,-77.4535
IAH,JAX,"Houston, TX","Jacksonville, FL",Texas,Florida,29.9841,-95.333,30.3322,-81.6557
LIH,SFO,"Lihue, HI","San Francisco, CA",Hawaii,California,21.9721,-159.3367,37.6225,-122.384
DEN,OGG,"Denver, CO","Kahului, HI",Colorado,Hawaii,39.8607,-104.6854,20.8957,-156.434
KOA,DEN,"Kona, HI","Denver, CO",Hawaii,Colorado,19.7439,-156.0423,39.8607,-104.6854
LAX,MCO,"Los Angeles, CA","Orlando, FL",California,Florida,33.9422,-118.4214,28.4129,-81.3094
CLE,LAX,"Cleveland, OH","Los Angeles, CA",Ohio,California,39.0678,-84.1566,33.9422,-118.4214
KOA,SFO,"Kona, HI","San Francisco, CA",Hawaii,California,19.7439,-156.0423,37.6225,-122.384
SFO,BWI,"San Francisco, CA","Baltimore, MD",California,Maryland,37.6225,-122.384,39.1747,-76.6708
SFO,CLE,"San Francisco, CA","Cleveland, OH",California,Ohio,37.6225,-122.384,39.0678,-84.1566
ITO,LAX,"Hilo, HI","Los Angeles, CA",Hawaii,California,19.7188,-155.0476,33.9422,-118.4214
LIH,DEN,"Lihue, HI","Denver, CO",Hawaii,Colorado,21.9721,-159.3367,39.8607,-104.6854
SFO,LIH,"San Francisco, CA","Lihue, HI",California,Hawaii,37.6225,-122.384,21.9721,-159.3367
DEN,MCO,"Denver, CO","Orlando, FL",Colorado,Florida,39.8607,-104.6854,28.4129,-81.3094
EWR,SAN,"Newark, NJ","San Diego, CA",New Jersey,California,40.6891,-74.1773,32.7334,-117.1922
ANC,EWR,"Anchorage, AK","Newark, NJ",Alaska,New Jersey,61.181,-149.9979,40.6891,-74.1773
ORD,FAT,"Chicago, IL","Fresno, CA",Illinois,California,41.9783,-87.9092,36.776,-119.7197
SFO,CMH,"San Francisco, CA","Columbus, OH",California,Ohio,37.6225,-122.384,39.9971,-82.893
LAX,IAD,"Los Angeles, CA","Washington, DC",California,Virginia,33.9422,-118.4214,38.9523,-77.4535
IAH,BWI,"Houston, TX","Baltimore, MD",Texas,Maryland,29.9841,-95.333,39.1747,-76.6708
CLE,SFO,"Cleveland, OH","San Francisco, CA",Ohio,California,39.0678,-84.1566,37.6225,-122.384
EWR,FLL,"Newark, NJ","Fort Lauderdale, FL",New Jersey,Florida,40.6891,-74.1773,26.072,-80.151
IND,DEN,"Indianapolis, IN","Denver, CO",Indiana,Colorado,39.7163,-86.2951,39.8607,-104.6854
LAX,BWI,"Los Angeles, CA","Baltimore, MD",California,Maryland,33.9422,-118.4214,39.1747,-76.6708
ANC,IAH,"Anchorage, AK","Houston, TX",Alaska,Texas,61.181,-149.9979,29.9841,-95.333
DEN,LGA,"Denver, CO","New York, NY",Colorado,New York,39.8607,-104.6854,40.7757,-73.8734
IAD,SAN,"Washington, DC","San Diego, CA",Virginia,California,38.9523,-77.4535,32.7334,-117.1922
IAH,ANC,"Houston, TX","Anchorage, AK",Texas,Alaska,29.9841,-95.333,61.181,-149.9979
RDU,EWR,"Raleigh/Durham, NC","Newark, NJ",North Carolina,New Jersey,35.8804,-78.7872,40.6891,-74.1773
IAD,TPA,"Washington, DC","Tampa, FL",Virginia,Florida,38.9523,-77.4535,27.9792,-82.5349
EWR,MIA,"Newark, NJ","Miami, FL",New Jersey,Florida,40.6891,-74.1773,25.795,-80.2867
SLC,EWR,"Salt Lake City, UT","Newark, NJ",Utah,New Jersey,40.7901,-111.9799,40.6891,-74.1773
IAD,PHX,"Washington, DC","Phoenix, AZ",Virginia,Arizona,38.9523,-77.4535,33.4328,-112.0068
EWR,BZN,"Newark, NJ","Bozeman, MT",New Jersey,Montana,40.6891,-74.1773,45.7835,-111.157
SJU,IAH,"San Juan, PR","Houston, TX",Puerto Rico,Texas,18.4432,-65.9974,29.9841,-95.333
ANC,SFO,"Anchorage, AK","San Francisco, CA",Alaska,California,61.181,-149.9979,37.6225,-122.384
EUG,ORD,"Eugene, OR","Chicago, IL",Oregon,Illinois,44.1242,-123.2149,41.9783,-87.9092
JAX,IAD,"Jacksonville, FL","Washington, DC",Florida,Virginia,30.3322,-81.6557,38.9523,-77.4535
EWR,SEA,"Newark, NJ","Seattle, WA",New Jersey,Washington,40.6891,-74.1773,47.4476,-122.308
STT,IAD,"Charlotte Amalie, VI","Washington, DC",U.S. Virgin Islands,Virginia,18.3348,-64.9725,38.9523,-77.4535
IAD,STT,"Washington, DC","Charlotte Amalie, VI",Virginia,U.S. Virgin Islands,38.9523,-77.4535,18.3348,-64.9725
FLL,DEN,"Fort Lauderdale, FL","Denver, CO",Florida,Colorado,26.072,-80.151,39.8607,-104.6854
IAH,IND,"Houston, TX","Indianapolis, IN",Texas,Indiana,29.9841,-95.333,39.7163,-86.2951
OGG,DEN,"Kahului, HI","Denver, CO",Hawaii,Colorado,20.8957,-156.434,39.8607,-104.6854
CLE,FLL,"Cleveland, OH","Fort Lauderdale, FL",Ohio,Florida,39.0678,-84.1566,26.072,-80.151
DEN,MIA,"Denver, CO","Miami, FL",Colorado,Florida,39.8607,-104.6854,25.795,-80.2867
EWR,CLE,"Newark, NJ","Cleveland, OH",New Jersey,Ohio,40.6891,-74.1773,39.0678,-84.1566
EWR,TPA,"Newark, NJ","Tampa, FL",New Jersey,Florida,40.6891,-74.1773,27.9792,-82.5349
TPA,LAX,"Tampa, FL","Los Angeles, CA",Florida,California,27.9792,-82.5349,33.9422,-118.4214
LAX,LIH,"Los Angeles, CA","Lihue, HI",California,Hawaii,33.9422,-118.4214,21.9721,-159.3367
LIH,LAX,"Lihue, HI","Los Angeles, CA",Hawaii,California,21.9721,-159.3367,33.9422,-118.4214
FCA,ORD,"Kalispell, MT","Chicago, IL",Montana,Illinois,48.3108,-114.2557,41.9783,-87.9092
OGG,LAX,"Kahului, HI","Los Angeles, CA",Hawaii,California,20.8957,-156.434,33.9422,-118.4214
EWR,ANC,"Newark, NJ","Anchorage, AK",New Jersey,Alaska,40.6891,-74.1773,61.181,-149.9979
RDU,DEN,"Raleigh/Durham, NC","Denver, CO",North Carolina,Colorado,35.8804,-78.7872,39.8607,-104.6854
EWR,MCI,"Newark, NJ","Kansas City, MO",New Jersey,Missouri,40.6891,-74.1773,39.3022,-94.7208
DEN,PDX,"Denver, CO","Portland, OR",Colorado,Oregon,39.8607,-104.6854,45.5871,-122.5928
EWR,SRQ,"Newark, NJ","Sarasota/Bradenton, FL",New Jersey,Florida,40.6891,-74.1773,27.396,-82.5541
DEN,PIT,"Denver, CO","Pittsburgh, PA",Colorado,Pennsylvania,39.8607,-104.6854,40.4918,-80.237
KOA,LAX,"Kona, HI","Los Angeles, CA",Hawaii,California,19.7439,-156.0423,33.9422,-118.4214
DEN,IND,"Denver, CO","Indianapolis, IN",Colorado,Indiana,39.8607,-104.6854,39.7163,-86.2951
IAH,SJU,"Houston, TX","San Juan, PR",Texas,Puerto Rico,29.9841,-95.333,18.4432,-65.9974
SMF,EWR,"Sacramento, CA","Newark, NJ",California,New Jersey,38.6872,-121.5904,40.6891,-74.1773
SJC,ORD,"San Jose, CA","Chicago, IL",California,Illinois,37.3633,-121.9293,41.9783,-87.9092
IAH,ONT,"Houston, TX","Ontario, CA",Texas,California,29.9841,-95.333,34.0556,-117.6014
BQN,EWR,"Aguadilla, PR","Newark, NJ",Puerto Rico,New Jersey,18.4935,-67.1342,40.6891,-74.1773
HNL,SFO,"Honolulu, HI","San Francisco, CA",Hawaii,California,21.3212,-157.9184,37.6225,-122.384
BTV,DEN,"Burlington, VT","Denver, CO",Vermont,Colorado,44.4729,-73.1515,39.8607,-104.6854
DEN,ANC,"Denver, CO","Anchorage, AK",Colorado,Alaska,39.8607,-104.6854,61.181,-149.9979
BOS,DEN,"Boston, MA","Denver, CO",Massachusetts,Colorado,42.3632,-71.0136,39.8607,-104.6854
DEN,JAX,"Denver, CO","Jacksonville, FL",Colorado,Florida,39.8607,-104.6854,30.3322,-81.6557
CMH,SFO,"Columbus, OH","San Francisco, CA",Ohio,California,39.9971,-82.893,37.6225,-122.384
MCO,CLE,"Orlando, FL","Cleveland, OH",Florida,Ohio,28.4129,-81.3094,39.0678,-84.1566
SAN,EWR,"San Diego, CA","Newark, NJ",California,New Jersey,32.7334,-117.1922,40.6891,-74.1773
IAD,LAS,"Washington, DC","Las Vegas, NV",Virginia,Nevada,38.9523,-77.4535,36.0861,-115.1611
BZN,ORD,"Bozeman, MT","Chicago, IL",Montana,Illinois,45.7835,-111.157,41.9783,-87.9092
AUS,ORD,"Austin, TX","Chicago, IL",Texas,Illinois,30.1935,-97.665,41.9783,-87.9092
PWM,IAD,"Portland, ME","Washington, DC",Maine,Virginia,43.6462,-70.3144,38.9523,-77.4535
ORD,SJC,"Chicago, IL","San Jose, CA",Illinois,California,41.9783,-87.9092,37.3633,-121.9293
CLE,IAH,"Cleveland, OH","Houston, TX",Ohio,Texas,39.0678,-84.1566,29.9841,-95.333
SFO,ATL,"San Francisco, CA","Atlanta, GA",California,Georgia,37.6225,-122.384,33.6374,-84.4298
SBA,ORD,"Santa Barbara, CA","Chicago, IL",California,Illinois,34.4274,-119.8431,41.9783,-87.9092
ORD,SBA,"Chicago, IL","Santa Barbara, CA",Illinois,California,41.9783,-87.9092,34.4274,-119.8431
CLE,IAD,"Cleveland, OH","Washington, DC",Ohio,Virginia,39.0678,-84.1566,38.9523,-77.4535
EWR,MEM,"Newark, NJ","Memphis, TN",New Jersey,Tennessee,40.6891,-74.1773,35.0463,-89.9769
CLE,DEN,"Cleveland, OH","Denver, CO",Ohio,Colorado,39.0678,-84.1566,39.8607,-104.6854
CHS,DEN,"Charleston, SC","Denver, CO",South Carolina,Colorado,32.9004,-80.0514,39.8607,-104.6854
PHX,IAD,"Phoenix, AZ","Washington, DC",Arizona,Virginia,33.4328,-112.0068,38.9523,-77.4535
CHS,ORD,"Charleston, SC","Chicago, IL",South Carolina,Illinois,32.9004,-80.0514,41.9783,-87.9092
DEN,ORF,"Denver, CO","Norfolk, VA",Colorado,Virginia,39.8607,-104.6854,36.8947,-76.2023
RNO,ORD,"Reno, NV","Chicago, IL",Nevada,Illinois,39.4986,-119.7733,41.9783,-87.9092
DEN,PWM,"Denver, CO","Portland, ME",Colorado,Maine,39.8607,-104.6854,43.6462,-70.3144
CHS,IAD,"Charleston, SC","Washington, DC",South Carolina,Virginia,32.9004,-80.0514,38.9523,-77.4535
AUS,EWR,"Austin, TX","Newark, NJ",Texas,New Jersey,30.1935,-97.665,40.6891,-74.1773
CHS,EWR,"Charleston, SC","Newark, NJ",South Carolina,New Jersey,32.9004,-80.0514,40.6891,-74.1773
AUS,IAD,"Austin, TX","Washington, DC",Texas,Virginia,30.1935,-97.665,38.9523,-77.4535
BWI,IAH,"Baltimore, MD","Houston, TX",Maryland,Texas,39.1747,-76.6708,29.9841,-95.333
ORD,EUG,"Chicago, IL","Eugene, OR",Illinois,Oregon,41.9783,-87.9092,44.1242,-123.2149
DEN,MSP,"Denver, CO","Minneapolis, MN",Colorado,Minnesota,39.8607,-104.6854,44.878,-93.2209
IAH,SMF,"Houston, TX","Sacramento, CA",Texas,California,29.9841,-95.333,38.6872,-121.5904
DEN,SYR,"Denver, CO","Syracuse, NY",Colorado,New York,39.8607,-104.6854,43.1142,-76.1191
BWI,SFO,"Baltimore, MD","San Francisco, CA",Maryland,California,39.1747,-76.6708,37.6225,-122.384
SMF,IAD,"Sacramento, CA","Washington, DC",California,Virginia,38.6872,-121.5904,38.9523,-77.4535
MIA,DEN,"Miami, FL","Denver, CO",Florida,Colorado,25.795,-80.2867,39.8607,-104.6854
ORD,RNO,"Chicago, IL","Reno, NV",Illinois,Nevada,41.9783,-87.9092,39.4986,-119.7733
RNO,IAH,"Reno, NV","Houston, TX",Nevada,Texas,39.4986,-119.7733,29.9841,-95.333
EWR,BQN,"Newark, NJ","Aguadilla, PR",New Jersey,Puerto Rico,40.6891,-74.1773,18.4935,-67.1342
BOS,IAH,"Boston, MA","Houston, TX",Massachusetts,Texas,42.3632,-71.0136,29.9841,-95.333
BWI,DEN,"Baltimore, MD","Denver, CO",Maryland,Colorado,39.1747,-76.6708,39.8607,-104.6854
EWR,BNA,"Newark, NJ","Nashville, TN",New Jersey,Tennessee,40.6891,-74.1773,36.1196,-86.6831
JFK,SFO,"New York, NY","San Francisco, CA",New York,California,40.6429,-73.7794,37.6225,-122.384
SFO,JFK,"San Francisco, CA","New York, NY",California,New York,37.6225,-122.384,40.6429,-73.7794
JFK,LAX,"New York, NY","Los Angeles, CA",New York,California,40.6429,-73.7794,33.9422,-118.4214
LAX,JFK,"Los Angeles, CA","New York, NY",California,New York,33.9422,-118.4214,40.6429,-73.7794
SAV,DEN,"Savannah, GA","Denver, CO",Georgia,Colorado,32.1242,-81.1977,39.8607,-104.6854
IND,SFO,"Indianapolis, IN","San Francisco, CA",Indiana,California,39.7163,-86.2951,37.6225,-122.384
IAD,RDU,"Washington, DC","Raleigh/Durham, NC",Virginia,North Carolina,38.9523,-77.4535,35.8804,-78.7872
SFO,RDU,"San Francisco, CA","Raleigh/Durham, NC",California,North Carolina,37.6225,-122.384,35.8804,-78.7872
SMF,IAH,"Sacramento, CA","Houston, TX",California,Texas,38.6872,-121.5904,29.9841,-95.333
IAD,PDX,"Washington, DC","Portland, OR",Virginia,Oregon,38.9523,-77.4535,45.5871,-122.5928
BNA,IAD,"Nashville, TN","Washington, DC",Tennessee,Virginia,36.1196,-86.6831,38.9523,-77.4535
SJC,IAH,"San Jose, CA","Houston, TX",California,Texas,37.3633,-121.9293,29.9841,-95.333
ORD,FAI,"Chicago, IL","Fairbanks, AK",Illinois,Alaska,41.9783,-87.9092,64.8176,-147.8678
BDL,IAD,"Hartford, CT","Washington, DC",Connecticut,Virginia,41.9406,-72.685,38.9523,-77.4535
DEN,CHS,"Denver, CO","Charleston, SC",Colorado,South Carolina,39.8607,-104.6854,32.9004,-80.0514
BNA,EWR,"Nashville, TN","Newark, NJ",Tennessee,New Jersey,36.1196,-86.6831,40.6891,-74.1773
SNA,HNL,"Santa Ana, CA","Honolulu, HI",California,Hawaii,33.6742,-117.868,21.3212,-157.9184
HNL,SNA,"Honolulu, HI","Santa Ana, CA",Hawaii,California,21.3212,-157.9184,33.6742,-117.868
FAI,ORD,"Fairbanks, AK","Chicago, IL",Alaska,Illinois,64.8176,-147.8678,41.9783,-87.9092
PDX,IAD,"Portland, OR","Washington, DC",Oregon,Virginia,45.5871,-122.5928,38.9523,-77.4535
DEN,HNL,"Denver, CO","Honolulu, HI",Colorado,Hawaii,39.8607,-104.6854,21.3212,-157.9184
HNL,DEN,"Honolulu, HI","Denver, CO",Hawaii,Colorado,21.3212,-157.9184,39.8607,-104.6854
BDL,DEN,"Hartford, CT","Denver, CO",Connecticut,Colorado,41.9406,-72.685,39.8607,-104.6854
DCA,SFO,"Washington, DC","San Francisco, CA",Virginia,California,38.8513,-77.0397,37.6225,-122.384
OGG,ORD,"Kahului, HI","Chicago, IL",Hawaii,Illinois,20.8957,-156.434,41.9783,-87.9092
BOS,LAX,"Boston, MA","Los Angeles, CA",Massachusetts,California,42.3632,-71.0136,33.9422,-118.4214
IAD,SMF,"Washington, DC","Sacramento, CA",Virginia,California,38.9523,-77.4535,38.6872,-121.5904
ATL,IAD,"Atlanta, GA","Washington, DC",Georgia,Virginia,33.6374,-84.4298,38.9523,-77.4535
IAH,PIT,"Houston, TX","Pittsburgh, PA",Texas,Pennsylvania,29.9841,-95.333,40.4918,-80.237
ABQ,SFO,"Albuquerque, NM","San Francisco, CA",New Mexico,California,35.0841,-106.651,37.6225,-122.384
IAH,HNL,"Houston, TX","Honolulu, HI",Texas,Hawaii,29.9841,-95.333,21.3212,-157.9184
HNL,IAH,"Honolulu, HI","Houston, TX",Hawaii,Texas,21.3212,-157.9184,29.9841,-95.333
BWI,LAX,"Baltimore, MD","Los Angeles, CA",Maryland,California,39.1747,-76.6708,33.9422,-118.4214
IAH,RNO,"Houston, TX","Reno, NV",Texas,Nevada,29.9841,-95.333,39.4986,-119.7733
BZN,EWR,"Bozeman, MT","Newark, NJ",Montana,New Jersey,45.7835,-111.157,40.6891,-74.1773
ABQ,IAH,"Albuquerque, NM","Houston, TX",New Mexico,Texas,35.0841,-106.651,29.9841,-95.333
ORD,HNL,"Chicago, IL","Honolulu, HI",Illinois,Hawaii,41.9783,-87.9092,21.3212,-157.9184
HNL,ORD,"Honolulu, HI","Chicago, IL",Hawaii,Illinois,21.3212,-157.9184,41.9783,-87.9092
ATL,SFO,"Atlanta, GA","San Francisco, CA",Georgia,California,33.6374,-84.4298,37.6225,-122.384
ORD,OGG,"Chicago, IL","Kahului, HI",Illinois,Hawaii,41.9783,-87.9092,20.8957,-156.434
EWR,SAV,"Newark, NJ","Savannah, GA",New Jersey,Georgia,40.6891,-74.1773,32.1242,-81.1977
EWR,PWM,"Newark, NJ","Portland, ME",New Jersey,Maine,40.6891,-74.1773,43.6462,-70.3144
CMH,IAD,"Columbus, OH","Washington, DC",Ohio,Virginia,39.9971,-82.893,38.9523,-77.4535
CLT,EWR,"Charlotte, NC","Newark, NJ",North Carolina,New Jersey,35.2107,-80.9457,40.6891,-74.1773
IAD,DFW,"Washington, DC","Dallas/Fort Worth, TX",Virginia,Texas,38.9523,-77.4535,32.8965,-97.0465
DFW,IAD,"Dallas/Fort Worth, TX","Washington, DC",Texas,Virginia,32.8965,-97.0465,38.9523,-77.4535
IAD,CMH,"Washington, DC","Columbus, OH",Virginia,Ohio,38.9523,-77.4535,39.9971,-82.893
EWR,CLT,"Newark, NJ","Charlotte, NC",New Jersey,North Carolina,40.6891,-74.1773,35.2107,-80.9457
PWM,EWR,"Portland, ME","Newark, NJ",Maine,New Jersey,43.6462,-70.3144,40.6891,-74.1773
GRR,EWR,"Grand Rapids, MI","Newark, NJ",Michigan,New Jersey,42.8766,-85.5363,40.6891,-74.1773
SAV,IAD,"Savannah, GA","Washington, DC",Georgia,Virginia,32.1242,-81.1977,38.9523,-77.4535
IAD,SAV,"Washington, DC","Savannah, GA",Virginia,Georgia,38.9523,-77.4535,32.1242,-81.1977
EWR,BTV,"Newark, NJ","Burlington, VT",New Jersey,Vermont,40.6891,-74.1773,44.4729,-73.1515
EWR,GRR,"Newark, NJ","Grand Rapids, MI",New Jersey,Michigan,40.6891,-74.1773,42.8766,-85.5363
BTV,EWR,"Burlington, VT","Newark, NJ",Vermont,New Jersey,44.4729,-73.1515,40.6891,-74.1773
SJU,ORD,"San Juan, PR","Chicago, IL",Puerto Rico,Illinois,18.4432,-65.9974,41.9783,-87.9092
ORD,SJU,"Chicago, IL","San Juan, PR",Illinois,Puerto Rico,41.9783,-87.9092,18.4432,-65.9974
ORD,STT,"Chicago, IL","Charlotte Amalie, VI",Illinois,U.S. Virgin Islands,41.9783,-87.9092,18.3348,-64.9725
BUF,EWR,"Buffalo, NY","Newark, NJ",New York,New Jersey,42.9402,-78.7308,40.6891,-74.1773
STT,ORD,"Charlotte Amalie, VI","Chicago, IL",U.S. Virgin Islands,Illinois,18.3348,-64.9725,41.9783,-87.9092
IAD,HNL,"Washington, DC","Honolulu, HI",Virginia,Hawaii,38.9523,-77.4535,21.3212,-157.9184
KOA,ORD,"Kona, HI","Chicago, IL",Hawaii,Illinois,19.7439,-156.0423,41.9783,-87.9092
ORD,KOA,"Chicago, IL","Kona, HI",Illinois,Hawaii,41.9783,-87.9092,19.7439,-156.0423
